StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.2_1,Q2.4_First Click,Q2.4_Last Click,Q2.4_Page Submit,Q2.4_Click Count,Q2.3_1,Q2.6_First Click,Q2.6_Last Click,Q2.6_Page Submit,Q2.6_Click Count,Q2.5_1,Q2.8_First Click,Q2.8_Last Click,Q2.8_Page Submit,Q2.8_Click Count,Q2.7_1,Q3.2_First Click,Q3.2_Last Click,Q3.2_Page Submit,Q3.2_Click Count,Q3.1_1,Q3.4_First Click,Q3.4_Last Click,Q3.4_Page Submit,Q3.4_Click Count,Q3.3_1,Q3.6_First Click,Q3.6_Last Click,Q3.6_Page Submit,Q3.6_Click Count,Q3.5_1,Q3.8_First Click,Q3.8_Last Click,Q3.8_Page Submit,Q3.8_Click Count,Q3.7_1,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q4.8,Q4.9,Q4.10,Q4.11,Q4.12,Q4.13,Q4.14,Q4.15,Q4.16,mTurkCode,Q6 - Topics
2018-04-09 03:13:35,2018-04-09 03:20:19,IP Address,38.95.109.107,100,403,True,2018-04-09 03:20:19,R_2zUV3ShdLdzOvWV,,,,,34.054397583008,-118.2440032959,anonymous,EN,Yes,9.47,9.47,48.707,1,74,8.104,43.152,43.893,3,77,13.937,13.937,43.457,1,31,27.825,30.351,46.558,5,51,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Married,10009,Urban,Yes,Left/Democrat,Black or African American,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,6736254,
2018-04-09 03:16:11,2018-04-09 03:20:21,IP Address,72.180.76.93,100,250,True,2018-04-09 03:20:21,R_3FIGFMgiH2HXBWq,,,,,33.034698486328,-96.813400268555,anonymous,EN,Yes,35.762,35.762,41.943,1,80,41.372,41.372,42.766,1,70,31.779,31.779,41.717,1,40,36.438,36.438,41.431,1,70,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,Professional degree,Employed full time,Married,78731,Urban,Yes,Middle/Independent,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Self/Spouse,6169750,
2018-04-09 03:16:26,2018-04-09 03:20:21,IP Address,75.147.243.86,100,235,True,2018-04-09 03:20:22,R_Ybob4Cq7xyvIEYF,,,,,42.953598022461,-85.657600402832,anonymous,EN,Yes,19.454,19.454,43.564,1,74,24.142,24.142,50.472,1,32,17.646,19.316,43.499,3,85,22.739,23.526,41.761,3,98,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,4 year degree,Employed full time,Never married,49503,Urban,Yes,Left/Democrat,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Other,8050426,
2018-04-09 03:14:09,2018-04-09 03:20:39,IP Address,59.93.15.140,100,390,True,2018-04-09 03:20:40,R_3OqYyzurGlZ7Wgo,,,,,11.649993896484,78.166687011719,anonymous,EN,Yes,10.245,12.523,56.3,3,92,1.703,6.029,42.124,4,70,7.806,7.806,40.971,1,60,2.352,9.24,42.58,4,90,,,,,,,,,,,,,,,,,,,,,Female,65 - 74,4 year degree,Employed part time,Married,70032,Urban,Yes,Right/Republican,White,"$70,000 - $79,999",Yes,Daily,Daily,Daily,Self/Spouse,1486385,
2018-04-09 03:14:10,2018-04-09 03:20:40,IP Address,117.201.18.34,100,389,True,2018-04-09 03:20:40,R_1Kw1jYrJ8gQ8G8i,,,,,11.649993896484,78.166687011719,anonymous,EN,Yes,6.279,9.388,41.811,2,72,9.938,29.576,42.597,4,62,6.071,30.147,42.317,3,59,9.073,12.808,44.405,4,79,,,,,,,,,,,,,,,,,,,,,Female,55 - 64,4 year degree,Employed part time,Married,21738,Urban,Yes,Right/Republican,White,"$60,000 - $69,999",Yes,Daily,Daily,Daily,Self/Spouse,9296810,
2018-04-09 03:14:15,2018-04-09 03:20:40,IP Address,117.201.31.194,100,384,True,2018-04-09 03:20:41,R_SW6TnBjkp8tCvVT,,,,,11.649993896484,78.166687011719,anonymous,EN,Yes,4.875,4.875,51.786,1,59,1.588,2.015,48.357,2,68,4.814,9.447,51.103,2,77,4.114,4.114,41.411,1,71,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,4 year degree,Employed part time,Married,20850,Urban,Yes,Right/Republican,White,"$60,000 - $69,999",Yes,Daily,Daily,Daily,Self/Spouse,6184861,
2018-04-09 03:15:43,2018-04-09 03:20:47,IP Address,23.125.192.243,100,303,True,2018-04-09 03:20:47,R_QogqhnBdt45dTXj,,,,,35.506393432617,-81.037101745605,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,5.287,74.345,76.655,5,21,60.523,60.523,62.002,1,16,44.121,44.853,45.91,2,11,7.406,48.257,49.659,3,80,Male,35 - 44,4 year degree,Employed full time,Never married,28037,Suburban,Yes,Middle/Independent,White,"$40,000 - $49,999",No,Daily,Daily,Weekly,Self/Spouse,2413857,
2018-04-09 03:14:14,2018-04-09 03:21:02,IP Address,38.132.110.34,100,408,True,2018-04-09 03:21:03,R_1dh3bl49XLS2uJB,,,,,25.926605224609,-80.144302368164,anonymous,EN,Yes,9.003,9.003,63.147,1,77,1.71,1.71,42.163,1,77,12.629,65.374,69.419,3,47,2.947,2.947,49.498,1,48,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Married,10009,Urban,Yes,Right/Republican,White,"$60,000 - $69,999",Yes,Daily,Daily,Daily,Self/Spouse,4338843,
2018-04-09 03:16:01,2018-04-09 03:21:03,IP Address,72.79.145.92,100,301,True,2018-04-09 03:21:03,R_3huvjfseBYhKPx0,,,,,41.336502075195,-75.86009979248,anonymous,EN,Yes,41.29,46.152,48.492,3,50,67.66,80.364,81.454,3,55,23.412,23.412,41.696,1,30,22.56,41.07,42.09,2,25,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,Some college,Employed full time,Married,18702,Urban,Yes,Middle/Independent,White,"$20,000 - $29,999",Yes,Daily,Daily,Never,Self/Spouse,1834922,
2018-04-09 03:13:02,2018-04-09 03:21:17,IP Address,107.77.205.109,100,495,True,2018-04-09 03:21:17,R_3KpapWAxRU0HgjX,,,,,47.606201171875,-122.33209991455,anonymous,EN,Yes,0.093,29.092,45.67,3,20,47.412,47.412,48.79,1,29,27.223,28.36,52.676,3,0,34.473,34.473,42.049,1,75,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,2 year degree,Employed full time,Never married,99610,Rural,Yes,Left/Democrat,White,"$10,000 - $19,999",No,Daily,I do not have internet at my house,Daily,Self/Spouse,9298639,
2018-04-09 03:17:01,2018-04-09 03:21:23,IP Address,184.74.6.68,100,261,True,2018-04-09 03:21:23,R_3e3mUcloecSlx1Q,,,,,42.75520324707,-73.915702819824,anonymous,EN,Yes,13.709,27.347,41.535,3,60,17.708,17.708,44.511,1,40,10.075,10.075,46.169,1,70,15.43,15.43,51.677,1,60,,,,,,,,,,,,,,,,,,,,,Female,45 - 54,Doctorate,Employed full time,Widowed,12834,Rural,Yes,Middle/Independent,White,"$60,000 - $69,999",No,Less than once a month,Daily,Daily,Self/Spouse,7196107,
2018-04-09 03:12:03,2018-04-09 03:21:26,IP Address,99.56.221.155,100,562,True,2018-04-09 03:21:26,R_24HmAbRPuFeqjL0,,,,,26.272003173828,-80.258003234863,anonymous,EN,Yes,1.874,85.125,85.387,32,60,57.191,63.605,64.633,5,46,43.037,43.47,44.306,2,33,43.921,199.64,200.146,19,76,,,,,,,,,,,,,,,,,,,,,Male,18 - 24,4 year degree,Employed full time,Never married,33065,Suburban,Yes,Middle/Independent,White,"$10,000 - $19,999",No,Daily,Daily,Daily,Self/Spouse,109310,
2018-04-09 03:17:17,2018-04-09 03:21:27,IP Address,69.136.134.200,100,249,True,2018-04-09 03:21:28,R_3ijRnbczAvPLjBB,,,,,42.334396362305,-83.275199890137,anonymous,EN,Yes,7.658,43.331,44.152,15,65,1.157,37.906,40.912,9,40,1.056,52.535,53.14,8,70,0.908,44.183,44.982,7,65,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,Some college,Employed full time,Never married,48186,Suburban,Yes,Middle/Independent,White,"$30,000 - $39,999",,Daily,Daily,Daily,Self/Spouse,3530405,
2018-04-09 03:17:26,2018-04-09 03:21:58,IP Address,96.19.232.12,100,271,True,2018-04-09 03:21:58,R_cwEaxGWYDs2pJ8B,,,,,30.516296386719,-88.966003417969,anonymous,EN,Yes,1.447,41.084,42.631,4,64,6.079,38.812,41.789,5,29,4.535,39.232,41.861,3,70,36.971,40.622,42.111,2,60,,,,,,,,,,,,,,,,,,,,,Male,35 - 44,4 year degree,Employed full time,Separated,39564,Suburban,Yes,Right/Republican,White,"$20,000 - $29,999",Yes,Daily,Daily,Daily,Self/Spouse,6744343,
2018-04-09 03:15:29,2018-04-09 03:22:05,IP Address,73.247.192.128,100,395,True,2018-04-09 03:22:05,R_1M0T3kqX378q3kS,,,,,41.191604614258,-87.855499267578,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,6.821,6.821,52.564,1,81,5.999,153.863,154.677,4,50,7.6,52.95,54.253,3,25,3.474,4.65,45.623,2,100,Female,35 - 44,Some college,Employed full time,Married,60901,Rural,Yes,Right/Republican,White,"$30,000 - $39,999",Yes,Daily,Daily,Daily,Self/Spouse,2246234,
2018-04-09 03:15:48,2018-04-09 03:22:25,IP Address,32.210.220.231,100,397,True,2018-04-09 03:22:26,R_1BPpI8i7FJJRIKD,,,,,41.776992797852,-72.523597717285,anonymous,EN,Yes,26.481,26.481,47.992,1,20,68.539,71.728,72.881,4,10,30.811,33.656,44.57,3,35,19.158,94.14,94.495,2,60,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,High school graduate,Employed full time,Never married,06040,Suburban,Yes,Right/Republican,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Self/Spouse,2959873,
2018-04-09 03:17:52,2018-04-09 03:22:48,IP Address,73.149.156.211,100,295,True,2018-04-09 03:22:48,R_d5Pny25gUwa4lvb,,,,,43.636093139648,-72.241302490234,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,43.758,46.573,47.091,4,64,44.918,47.42,47.986,4,25,35.461,45.212,45.264,3,11,29.307,45.432,46.604,3,72,Male,25 - 34,Doctorate,Employed full time,Married,03755,Suburban,Yes,Right/Republican,White,"$90,000 - $99,999",No,Daily,Daily,Daily,Self/Spouse,6801194,
2018-04-09 03:17:10,2018-04-09 03:22:49,IP Address,173.239.218.6,100,338,True,2018-04-09 03:22:49,R_T7uUvwLy2QwN9fz,,,,,40.551605224609,-74.46369934082,anonymous,EN,Yes,8.391,11.629,95.898,3,84,5.664,7.649,82.655,3,72,5.003,5.003,48.652,1,58,6.519,6.519,41.408,1,97,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,Professional degree,Employed full time,Never married,07640,Suburban,Yes,Right/Republican,Asian,"$80,000 - $89,999",No,Daily,Daily,Daily,Self/Spouse,9989135,
2018-04-09 03:16:42,2018-04-09 03:23:01,IP Address,216.106.39.229,100,378,True,2018-04-09 03:23:01,R_dcjLLsHB44yoHXb,,,,,38.481399536133,-92.127296447754,anonymous,EN,Yes,2.48,62.628,63.693,5,85,3.497,71.886,72.981,3,45,3.592,65.97,68.438,4,30,3.366,61.302,63.045,3,80,,,,,,,,,,,,,,,,,,,,,Female,35 - 44,2 year degree,Employed part time,Married,65101,Urban,Yes,Right/Republican,White,"Less than $10,000",Yes,Daily,Daily,Less than once a month,Self/Spouse,7714240,
2018-04-09 03:16:15,2018-04-09 03:23:02,IP Address,80.71.142.76,100,406,True,2018-04-09 03:23:02,R_r6jHtm6SegG65qh,,,,,55.675903320312,12.565505981445,anonymous,EN,Yes,2.025,21.952,41.47,4,75,5.604,21.338,73.472,12,51,2.508,19.193,76.579,11,85,0.802,5.282,53.023,4,30,,,,,,,,,,,,,,,,,,,,,Male,18 - 24,Some college,Employed full time,Never married,10541,Suburban,Yes,Middle/Independent,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Self/Spouse,6345940,
2018-04-09 03:17:19,2018-04-09 03:23:19,IP Address,74.196.54.63,100,360,True,2018-04-09 03:23:20,R_31FczpEcBeEQnr5,,,,,35.580505371094,-77.012702941895,anonymous,EN,Yes,36.226,37.698,42.441,3,60,37.212,47.528,49.032,2,45,31.576,32.85,43.786,2,55,50.303,57.899,59.187,2,42,,,,,,,,,,,,,,,,,,,,,Male,45 - 54,4 year degree,Employed full time,Married,27889,Suburban,Yes,Right/Republican,White,"$60,000 - $69,999",Yes,Weekly,Daily,Daily,Self/Spouse,6064565,
2018-04-09 03:18:13,2018-04-09 03:23:26,IP Address,64.33.195.111,100,312,True,2018-04-09 03:23:27,R_3L15pqfzMfxe40k,,,,,44.583694458008,-91.497596740723,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,44.837,44.837,48.837,1,87,61.425,61.425,63.907,1,39,50.426,50.426,52.29,1,54,58.376,58.376,59.51,1,92,Female,25 - 34,2 year degree,Employed full time,Married,53705,Rural,Yes,Right/Republican,White,"$40,000 - $49,999",Yes,Daily,Daily,Daily,Self/Spouse,3229061,
2018-04-09 03:16:57,2018-04-09 03:24:01,IP Address,184.0.132.168,100,424,True,2018-04-09 03:24:02,R_3Mh7pDH2kOB1JBu,,,,,35.142700195312,-77.16300201416,anonymous,EN,Yes,72.055,72.055,73.757,1,35,7.022,21.062,105.056,2,41,7.467,7.467,76.875,1,20,12.716,12.716,92.068,1,90,,,,,,,,,,,,,,,,,,,,,Male,55 - 64,4 year degree,Employed full time,Married,28562,Rural,Yes,Left/Democrat,Other,"$60,000 - $69,999",Yes,Weekly,Daily,Daily,Self/Spouse,1404466,
2018-04-09 03:15:59,2018-04-09 03:24:02,IP Address,42.109.129.108,100,483,True,2018-04-09 03:24:02,R_1jZprmnz1HUC7Sx,,,,,12.983306884766,77.583312988281,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,146.755,147.799,149.913,3,70,98.317,98.317,99.284,1,65,11.373,11.373,66.942,1,71,6.18,6.18,56.408,1,86,Male,25 - 34,4 year degree,Employed full time,Married,63043,Suburban,Yes,Left/Democrat,Asian,"$70,000 - $79,999",Yes,Daily,Daily,Daily,Self/Spouse,4892776,
2018-04-09 03:20:06,2018-04-09 03:24:36,IP Address,69.125.121.139,100,269,True,2018-04-09 03:24:36,R_3egnSyPZSaLbtvm,,,,,40.809997558594,-72.849098205566,anonymous,EN,Yes,16.693,37.813,42.795,8,60,1.335,43.795,54.41,7,27,21.631,38.637,41.834,5,19,17.949,26.882,56.003,4,40,,,,,,,,,,,,,,,,,,,,,Male,18 - 24,Some college,Employed full time,Married,11951,Suburban,No,Left/Democrat,White,"$40,000 - $49,999",No,Daily,Daily,Daily,Self/Spouse,3891818,
2018-04-09 03:18:19,2018-04-09 03:24:58,IP Address,67.1.155.199,100,398,True,2018-04-09 03:24:58,R_1fl6v0Hbc7fzUgZ,,,,,32.268600463867,-111.00219726562,anonymous,EN,Yes,2.127,32.084,48.03,8,61,3.955,37.825,41.023,8,51,1.509,58.084,59.21,5,11,2.032,60.51,62.157,9,61,,,,,,,,,,,,,,,,,,,,,Male,45 - 54,4 year degree,Employed full time,Never married,85719,Urban,Yes,Right/Republican,White,"$20,000 - $29,999",No,Weekly,Daily,Daily,Self/Spouse,8622008,
2018-04-09 03:12:44,2018-04-09 03:25:11,IP Address,38.95.109.108,100,747,True,2018-04-09 03:25:11,R_qIqx4v0dEWhpeYp,,,,,34.054397583008,-118.2440032959,anonymous,EN,Yes,2.276,6.125,60.39,3,65,3.088,3.088,48.214,1,86,18.061,18.061,92.429,1,85,225.581,226.896,227.543,2,51,,,,,,,,,,,,,,,,,,,,,Female,25 - 34,4 year degree,Employed full time,Never married,10009,Suburban,Rather not say,Middle/Independent,Black or African American,"$40,000 - $49,999",No,Weekly,Weekly,Monthly,Self/Spouse,3933786,
2018-04-09 03:23:43,2018-04-09 03:25:11,IP Address,38.130.207.83,100,88,True,2018-04-09 03:25:12,R_3Mh3LEeioMZWztB,,,,,41.881103515625,-87.878601074219,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09 03:20:00,2018-04-09 03:25:31,IP Address,24.94.49.180,100,330,True,2018-04-09 03:25:31,R_2AQk3e7HpEOuQF9,,,,,42.486694335938,-75.039703369141,anonymous,EN,Yes,1.598,5.054,41.65,5,57,1.594,59.087,59.723,2,66,4.535,43.001,43.637,3,38,2.573,3.138,122.889,2,70,,,,,,,,,,,,,,,,,,,,,Male,18 - 24,4 year degree,Employed part time,Never married,13501,Suburban,No,Middle/Independent,White,"$40,000 - $49,999",No,Weekly,Daily,Daily,Work,4046925,
2018-04-09 03:21:33,2018-04-09 03:25:58,IP Address,76.21.207.96,100,265,True,2018-04-09 03:25:59,R_veJfRdHR605CJ6p,,,,,38.689102172852,-76.614799499512,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,5.088,42.382,43.162,5,87,2.732,56.34,56.65,4,79,0.784,40.624,41.6,3,34,1.668,29.976,73.898,2,73,Male,35 - 44,2 year degree,Employed part time,Married,32505,Urban,Yes,Middle/Independent,White,"$30,000 - $39,999",No,Daily,Daily,Daily,Parents,5601142,
2018-04-09 03:17:37,2018-04-09 03:26:19,IP Address,41.57.104.175,100,522,True,2018-04-09 03:26:19,R_R3UWv9SJdEH0cMx,,,,,-1.2832946777344,36.816696166992,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,17.391,18.674,50.242,3,95,5.708,5.708,41.309,1,91,7.962,8.454,226.313,2,98,2.028,2.028,101.703,1,89,Male,25 - 34,Professional degree,Employed full time,Never married,19703,Urban,Yes,Left/Democrat,White,"More than $150,000",No,Daily,Daily,Daily,Self/Spouse,2901590,
2018-04-09 03:21:06,2018-04-09 03:26:33,IP Address,103.51.153.211,100,327,True,2018-04-09 03:26:33,R_21gJE6t77QyAdH6,,,,,18.533294677734,73.86669921875,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,0.946,61.05,62.467,2,82,62.542,66.296,67.263,2,93,1.622,50.333,51.18,2,92,1.091,30.12,42.264,14,55,Male,35 - 44,4 year degree,Employed full time,Married,95711,Suburban,Yes,Middle/Independent,White,"$10,000 - $19,999",Yes,Daily,Daily,Daily,Self/Spouse,2333907,
2018-04-09 03:20:15,2018-04-09 03:27:23,IP Address,98.118.61.152,100,427,True,2018-04-09 03:27:23,R_3w0BWaReycjn4wp,,,,,42.473297119141,-70.941902160645,anonymous,EN,Yes,28.537,38.67,134.778,9,100,67.961,68.46,81.422,2,36,63.696,85.086,85.915,6,33,6.293,6.293,45.705,1,82,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,High school graduate,Employed full time,Never married,01904,Urban,Yes,Left/Democrat,White,"$20,000 - $29,999",No,Daily,Daily,Weekly,Self/Spouse,9703027,
2018-04-09 03:22:04,2018-04-09 03:27:23,IP Address,185.177.0.7,100,319,True,2018-04-09 03:27:24,R_sMZoGG0FCO4Z6xP,,,,,39,71,anonymous,EN,Yes,44.928,45.395,46.734,2,72,66.621,69.353,70.155,2,85,57.486,57.486,58.376,1,32,52.067,52.738,53.496,3,89,,,,,,,,,,,,,,,,,,,,,Male,18 - 24,4 year degree,Employed full time,Never married,77071,Urban,Yes,Middle/Independent,White,"$50,000 - $59,999",No,Daily,Daily,Daily,Self/Spouse,3215869,
2018-04-09 03:22:48,2018-04-09 03:27:28,IP Address,184.90.247.11,100,280,True,2018-04-09 03:27:29,R_bjWjrweFAfbdTzz,,,,,28.522506713867,-81.483497619629,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,15.074,39.03,41.069,7,72,2.963,32.526,47.592,14,58,13.075,49.325,50.88,9,86,6.692,51.262,52.069,11,86,Male,25 - 34,Professional degree,Employed full time,Married,32835,Urban,Yes,Right/Republican,White,"$70,000 - $79,999",Yes,Daily,Daily,Daily,Self/Spouse,8458167,
2018-04-09 03:23:44,2018-04-09 03:27:40,IP Address,73.152.56.226,100,236,True,2018-04-09 03:27:40,R_UPU5gP5F5yNL9Sh,,,,,37.516006469727,-77.500503540039,anonymous,EN,Yes,9.122,9.122,41.268,1,28,6.333,6.333,42.599,1,28,3.853,3.853,42.583,1,39,7.263,7.263,43.096,1,72,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Never married,23225,Suburban,Yes,Middle/Independent,Other,"$20,000 - $29,999",No,Daily,Daily,Daily,Self/Spouse,9832683,
2018-04-09 03:21:14,2018-04-09 03:27:45,IP Address,71.72.60.61,100,390,True,2018-04-09 03:27:45,R_1JUscxdahwSikh7,,,,,42.057693481445,-80.043403625488,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,55.89,55.89,57.213,1,36,32.298,41.464,42.337,3,62,45.303,45.367,46.336,2,54,2.192,45.132,46.246,9,26,Female,25 - 34,Some college,Employed part time,Never married,16508,Urban,Yes,Right/Republican,White,"$60,000 - $69,999",No,Weekly,Daily,Daily,Parents,3302922,
2018-04-09 03:22:30,2018-04-09 03:28:06,IP Address,108.201.218.123,100,335,True,2018-04-09 03:28:07,R_em2T3WM5jfWcqyt,,,,,39.110992431641,-121.12680053711,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,34.555,34.555,41.817,1,0,45.538,45.538,52.507,1,8,44.814,44.814,46.436,1,0,48.145,48.145,57.871,1,100,Female,55 - 64,Some college,Employed part time,Never married,95811,Urban,Yes,Left/Democrat,White,"$30,000 - $39,999",No,I do not have a mobile phone,Daily,Never,Self/Spouse,3602220,
2018-04-09 03:23:05,2018-04-09 03:28:24,IP Address,73.195.45.212,100,318,True,2018-04-09 03:28:24,R_1JD6adxTvCoPfqh,,,,,39.95719909668,-74.916198730469,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,15.935,28.871,44.623,3,70,1.536,23.906,48.634,4,20,1.314,46.817,47.569,7,75,2.454,113.518,114.216,5,96,Male,35 - 44,4 year degree,Employed full time,Married,08054,Suburban,Yes,Left/Democrat,White,Rather not say,Yes,Daily,Daily,Daily,Self/Spouse,6023618,
2018-04-09 03:25:17,2018-04-09 03:29:41,IP Address,188.163.103.16,100,263,True,2018-04-09 03:29:41,R_3JguLaKfQuZWVMw,,,,,46.477493286133,30.732604980469,anonymous,EN,Yes,5.871,24.886,49.397,2,0,2.677,7.371,41.37,3,0,4.542,22.604,41.274,6,43,2.378,4.733,41.368,3,51,,,,,,,,,,,,,,,,,,,,,Male,25 - 34,4 year degree,Employed full time,Married,80012,Suburban,Yes,Middle/Independent,White,"$70,000 - $79,999",No,Daily,Daily,Daily,Self/Spouse,5164224,
2018-04-09 03:25:05,2018-04-09 03:31:03,IP Address,23.95.215.199,100,358,True,2018-04-09 03:31:04,R_3OiGiqgzKykVQUD,,,,,42.88639831543,-78.87809753418,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,4.988,43.898,45.393,8,96,3.415,3.767,41.702,2,97,20.455,20.455,44.399,1,96,5.959,7.022,43.85,2,97,Male,25 - 34,4 year degree,Employed full time,Never married,90016,Urban,Yes,Right/Republican,Black or African American,"$30,000 - $39,999",No,Daily,Monthly,Daily,Work,951890,
